productcode,productprice
E-SAFE5233,1019
E-SAFE5233-CAMO,1664.57
E-SAFE5233-P,1049
E-SAFE5234,2095
E-SAFE5235,1355
E-SAFE5235-CAMO,2226.13
E-SAFE5236,1639
E-SAFE5236-CAMO,2622.34
E-SAFE5236-P,1749.99
E-SAFE5237,435
E-SAFE5250,1765
E-SAFE5252,2090
E-SAFE5254,2759
E-SAFE5256,2979
E-SAFE5258,3415
E-SAFE5260,4179
E-SAFE5262,5179
E-SAFE5264,2089
E-SAFE5266,2555
E-SAFE5268,3135
E-SAFE5270,3479
E-SAFE5272,3950
E-SAFE5274,4875
E-SAFE5276,6109
E-SAFE5280,184
E-SAFE5282,484
E-SAFE5284,234
E-SAFE5286,575
E-SAFE5288,643
E-SAFE5290,671
E-SAFE5292,730
E-SAFE5300,753.7
E-SAFE5300-AS,819
E-SAFE5302,1000.57
E-SAFE5302-AS,1029
E-SAFE5304,1134.19
E-SAFE5304-AS,1279
E-SAFE5310,1127
E-SAFE5312,819
E-SAFE5314,1099
E-SAFE5400,138.25
E-SAFE5401,172.75
E-SAFE5402,189
E-SAFE5403,249
E-SAFE5404,250.49
E-SAFE5405,251
E-SAFE5406,316.5
E-SAFE5407,499
E-SAFE5408,171.5
E-SAFE5409,219
E-SAFE5410,86.25
E-SAFE6000,17.99
E-SAFE6002,20.79
E-SAFE6004,20.79
E-SAFE6006,20.95
E-SAFE6008,20.95
E-SAFE6010,23.99
E-SAFE6012,27.95
E-SAFE6014,25.99
E-SAFE6016,12.95
E-SAFE6018,15.95
E-SAFE6020,19.95
E-SAFE6022,22.95
E-SAFE6024,15.95
E-SAFE6028,62.99
E-SAFE6030,21.95
E-SAFE6200,19.95
E-SAFE6202,19.95
E-SAFE6230,19.95
E-SAFE6232,19.95
E-SAFE6233,19.95
E-SAFE6234,12.99
E-SAFE6235,19.95
E-SAFE6240,19.95
E-SAFE6241,19.95
E-SAFE6242,21.25
E-SAFE6244,19.95
E-SAFE6246,13.6
E-SAFE6250,18.95
E-SAFE6251,18.95
E-SAFE6252,18.95
E-SAFE6270,19.95
E-SAFE6273,21.99
E-SAFE6274,24.95
E-SAFE6276,32.5
E-SAFE6277,17.95
E-SAFE6600,0
E-SAFE6602,0
E-SAFE6604,0
E-SAFE6606,0
E-SAFE7000,1199
E-SAFE7005,1399
E-SAFE7010,1999
E-SAFE7015,1189
E-SAFE7020,1099
E-SAFE7025,1100
E-SAFE7030,1499
E-SAFE7035,105.99
E-SAFE7040,1999
E-SAFE7041,2319
E-SAFE7042,2799
E-SAFE7043,1999
E-SAFE7050,2199
E-SAFE7052,3299
E-SAFE7053,2449
E-SAFE7060,1299
E-SAFE7065,1899
E-SAFE7070,1199
E-SAFE7075,1597
E-SAFE7076,2099
E-SAFE7080,2875
E-SAFE7081,1999
E-SAFE7082,3999
E-SAFE7083,5924
E-SAFE7088,892
E-SAFE7090,699
E-SAFE7092,899
E-SAFE7095,1674
E-SAFE7097,1674
E-SAFE7100,470
E-SAFE7105,345
E-SAFE7110,799
E-SAFE7115,1299
E-SAFE7120,959
E-SAFE7125,1559
E-SAFE7126,549
E-SAFE7127,629
E-SAFE7128,739
E-SAFE8000,94
E-SAFE8001,231
E-SAFE8002,210
E-SAFE8003,161
E-SAFE8004,704
E-SAFE8006,998
E-SAFE8008,1447
E-SAFE8010,1313
E-SAFE8012,1618
E-SAFE8013,2372
E-SAFE8014,1521
E-SAFE8016,1936
E-SAFE8018,2013
E-SAFE8020,2278
E-SAFE8022,2888
E-SAFE8024,3105
E-SAFE8026,4140
E-SAFE8028,5018
E-SAFE8030,5460
E-SAFE8032,7246
E-SAFE8034,9018
E-SAFE8038,454
E-SAFE8040,6679
E-SAFE8042,616
E-SAFE8044,794
E-SAFE8046,985
E-SAFE8048,248
E-SAFE8050,268
E-SAFE8052,268
E-SAFE8054,533
E-SAFE8056,194
E-SAFE8058,194
E-SAFE8060,700
E-SAFE8062,97
E-SAFE8064,147
E-SAFE8066,107
E-SAFE8068,181
E-SAFE8070,395
E-SAFE8072,295
E-SAFE8074,475
E-SAFE8076,580
E-SAFE8078,389
E-SAFE8080,0
E-SAFE8082,673
E-SAFE8084,358
E-SAFE8090,459
E-SAFE8091,479
E-SAFE8092,415
E-SAFE8093,436
E-SAFE8094,525
E-SAFE8095,548
E-SAFE8096,590
E-SAFE8097,743
E-SAFE8098,765
E-SAFE8099,690
E-SAFE8100,713
E-SAFE8101,844
E-SAFE8102,863
E-SAFE8103,818
E-SAFE8104,791
E-SAFE8105,814
E-SAFE8106,769
E-SAFE8107,1530
E-SAFE8108,1508
E-SAFE8109,1178
E-SAFE8110,1155
E-SAFE8111,214
E-SAFE8112,214
E-SAFE8113,1350
E-SAFE8114,1624
E-SAFE8115,1703
E-SAFE8116,2134
E-SAFE8117,704
E-SAFE8118,801
E-SAFE8119,1189
E-SAFE8120,1588
E-SAFE8121,556
E-SAFE8122,724
E-SAFE8123,1745
E-SAFE8124,1296
E-SAFE8125,1940
E-SAFE8126,325
E-SAFE8127,372
E-SAFE8128,305
E-SAFE8129,352
E-SAFE8130,1534
E-SAFE8131,1759
E-SAFE8132,2027
E-SAFE8133,2429
E-SAFE8134,1906
E-SAFE8135,2278
E-SAFE8136,2720
E-SAFE8137,3179
E-SAFE9600,399
E-SAFE9601,129
E-SAFE9602,44.95
E-SAFE9603,54.95
E-SAFE9604,69.75
E-SAFE9605,199
E-SAFE9606,699
E-SAFE9610,450
E-SAFE9612,389
E-SAFE9614,399
E-SAFE9615,699
E-SAFE9616,899
E-SAFE9618,419
E-SAFE9620,789
E-SAFE9626,899
E-SAFE9632,1299
E-SAFE9634,1399
E-SHRE1000,1695
E-SHRE1005,449
E-SHRE1010,1895
E-SHRE1015,499
E-SHRE1030,2495
E-SHRE1035,595
E-SHRE1045,0
E-SHRE1050,675
E-SHRE1055,875
E-SHRE1060,775
E-SHRE1065,899.75
E-SHRE1070,875
E-SHRE1071,1300
E-SHRE1072,1750
E-SHRE1073,2150
E-SHRE1074,3400
E-SHRE1075,1149
E-SHRE1080,1149
E-SHRE1085,0
E-SHRE1090,975
E-SHRE1095,2595
E-SHRE1100,2595
E-SHRE1105,1599
E-SHRE1110,2995
E-SHRE1115,1599
E-SHRE1120,1299
E-SHRE1125,0
E-SHRE1130,1399
E-SHRE1135,2895
E-SHRE1140,1449
E-SHRE1145,1775
E-SHRE1150,1695
E-SHRE1155,1775
E-SHRE1160,1595
E-SHRE1165,0
E-SHRE1170,1149.75
E-SHRE1175,4495
E-SHRE1180,2495
E-SHRE1185,2549
E-SHRE1190,1549
E-SHRE1195,2549
E-SHRE1200,395
E-SHRE1205,0
E-SHRE1210,595
E-SHRE1215,1529
E-SHRE1220,495
E-SHRE1222,639
E-SHRE1224,899
E-SHRE1225,2129
E-SHRE1226,1225
E-SHRE1230,695
E-SHRE1235,2439
E-SHRE1236,1439
E-SHRE1245,3979
E-SHRE1246,1799
E-SHRE1250,995
E-SHRE1255,2149
E-SHRE1260,1195
E-SHRE1265,2229
E-SHRE1270,1395
E-SHRE1275,3349
E-SHRE1280,1595
E-SHRE1285,3695
E-SHRE1305,1499
E-SHRE1315,1999
E-SHRE1325,2199
E-SHRE1335,3699
E-SHRE1365,7479
E-SHRE1367,8289
E-SHRE1370,2195
E-SHRE1375,2695
E-SHRE1380,1749.75
E-SHRE1390,3199
E-SHRE1395,4599
E-SHRE1400,1879
E-SHRE1410,3095
E-SHRE1420,3497.5
E-SHRE1430,1849
E-SHRE1440,3595
E-SHRE1455,1947.5
E-SHRE1460,0
E-SHRE1465,4995
E-SHRE1470,3875
E-SHRE2026,239
E-SHRE2027,429
E-SHRE2028,295
E-SHRE2040,518
E-SHRE2050,0
E-SHRE2060,1476
E-SHRE2065,1840
E-SHRE2080,1554
E-SHRE2085,3303.95
E-SHRE2087,1554
E-SHRE2093,1963
E-SHRE2095,4499
E-SHRE2097,1981
E-SHRE2100,2920
E-SHRE2110,3215
E-SHRE2115,2920
E-SHRE2117,3215
E-SHRE2120,3164
E-SHRE2130,4208
E-SHRE2140,4476
E-SHRE2150,4476
E-SHRE2155,4476
E-SHRE2160,4904
E-SHRE2165,4674
E-SHRE2166,7006
E-SHRE2170,0
E-SHRE2172,8143
E-SHRE2180,18472
E-SHRE2310,17488.95
E-SHRE2320,0
E-SHRE2350,19309
E-SHRE2360,16472
E-SHRE2370,16472
E-SHRE2430,0
E-SHRE2440,0
E-SHRE2450,0
E-SHRE2455,3995
E-SHRE2460,209.95
E-SHRE2470,238
E-SHRE2480,309.95
E-SHRE2490,195
E-SHRE2500,749.95
E-SHRE2510,349
E-SHRE2512,1299.95
E-SHRE2514,895
E-SHRE2518,1476
E-SHRE2520,1476
E-SHRE2522,1823
E-SHRE2524,1840
E-SHRE2526,1554
E-SHRE2528,1554
E-SHRE2530,1963
E-SHRE2532,1981
E-SHRE2534,3164
E-SHRE2536,4208
E-SHRE2555,11975
E-SHRE2558,17048
E-SHRE2560,14595
E-SHRE2570,31038.62
E-SHRE2571,0
E-SHRE2572,31038.62
E-SHRE2574,32147.1
E-SHRE2576,49268
E-SHRE2578,49268
E-SHRE2580,49268
E-SHRE2582,49268
E-SHRE2590,96386.56
E-SHRE2595,127578.71
E-SHRE2600,11050
E-SHRE2602,21275
E-SHRE2604,5620
E-SHRE2605,4476
E-SHRE2610,3938.18
E-SHRE2615,7006
E-SHRE2616,8143
E-SHRE2620,3215
E-SHRE2621,3215
E-SHRE2625,2920
E-SHRE2626,2920
E-SHRE2630,4499
E-SHRE2635,4476
E-SHRE2640,4476
E-SHRE2644,155
E-SHRE2645,4674
E-SHRE2646,289.75
E-SHRE2648,389
E-SHRE2650,749
E-SHRE2651,769
E-SHRE2652,779
E-SHRE2653,819
E-SHRE2654,1259.6
E-SHRE2655,1325.84
E-SHRE2656,1399
E-SHRE2657,1199
E-SHRE2658,2799
E-SHRE2659,3699
E-SHRE2665,1639
E-SHRE2666,1599
E-SHRE2667,1659
E-SHRE2668,1860
E-SHRE2669,3414.47
E-SHRE2670,4280
E-SHRE2671,1925
E-SHRE2672,2199
E-SHRE2673,4389
E-SHRE2674,3699
E-SHRE2700,3623.54
E-SHRE2710,7212.85
E-SHRE2720,5825
E-SHRE2722,2220
E-SHRE2724,12585
E-SHRE2726,33650
E-SHRE2728,2297
E-SHRE3004,455
E-SHRE3010,525
E-SHRE3012,295
E-SHRE3014,315
E-SHRE3016,335
E-SHRE3018,400
E-SHRE3020,425
E-SHRE3021,515
E-SHRE3022,505
E-SHRE3025,585
E-SHRE3030,495
E-SHRE3040,1125
E-SHRE3042,725
E-SHRE3044,725
E-SHRE3050,1150
E-SHRE3060,719
E-SHRE3080,895
E-SHRE3090,895
E-SHRE3092,759
E-SHRE3094,745
E-SHRE3096,939
E-SHRE3098,939
E-SHRE3100,1170
E-SHRE3105,695
E-SHRE3110,1170
E-SHRE3120,1330
E-SHRE3125,1169
E-SHRE3130,1329
E-SHRE3140,1199
E-SHRE3145,1330
E-SHRE3150,1565
E-SHRE3160,2665
E-SHRE3170,2245
E-SHRE3180,1429
E-SHRE3190,1935
E-SHRE3200,1930
E-SHRE3205,2619
E-SHRE3210,3305
E-SHRE3215,4130
E-SHRE3220,3890
E-SHRE3225,6089
E-SHRE3230,2505
E-SHRE3240,1705
E-SHRE3245,3195
E-SHRE3246,4875
E-SHRE3247,2600
E-SHRE3250,7659
E-SHRE3252,7659
E-SHRE3254,8850
E-SHRE3260,1490
E-SHRE3270,1489
E-SHRE3280,1730
E-SHRE3290,1729
E-SHRE3300,27900
E-SHRE3310,33900
E-SHRE3320,1245
E-SHRE3322,1240
E-SHRE3324,1459
E-SHRE3326,1455
E-SHRE3328,1465
E-SHRE3330,1459
E-SHRE3332,1720
E-SHRE3334,1715
E-SHRE3336,1915
E-SHRE3338,1909
E-SHRE3340,2115
E-SHRE3342,2109
E-SHRE3342-AF,2505
E-SHRE3344,1989
E-SHRE3346,2559
E-SHRE3348,2399
E-SHRE4000,226
E-SHRE4002,289
E-SHRE4005,305
E-SHRE4007,366
E-SHRE4018,552
E-SHRE4019,485
E-SHRE4115,1599
E-SHRE4117,1799
E-SHRE4125,991
E-SHRE4127,1115
E-SHRE4135,2049
E-SHRE4137,2229
E-SHRE4145,1518
E-SHRE4147,1797
E-SHRE4155,1983
E-SHRE4157,2231
E-SHRE4184,1199
E-SHRE4185,1399
E-SHRE4186,672
E-SHRE4187,776
E-SHRE4188,4091
E-SHRE4189,4711
E-SHRE4190,1301
E-SHRE4192,1487
E-SHRE4270,2479
E-SHRE4280,2200
E-SHRE4300,10879
E-SHRE4310,12599
E-SHRE4315,11999
E-SHRE4320,11439
E-SHRE4340,5499
E-SHRE5001,84.95
E-SHRE5002,365.25
E-SHRE5003,309
E-SHRE5004,279.95
E-SHRE5005,67.49
E-SHRE5006,149.85
E-SHRE5008,109
E-SHRE5009,169
E-SHRE5010,106.92
E-SHRE5011,219
E-SHRE5012,249
E-SHRE5013,939
E-SHRE5014,1869
E-SHRE5015,181
E-SHRE5016,749
E-SHRE5017,2999
E-SHRE5020,159.99
E-SHRE5025,159
E-SHRE5030,233.1
E-SHRE5035,447.87
E-SHRE5040,4129.04
E-SHRE5041,1999
E-SHRE5042,2477.41
E-SHRE5043,665
E-SHRE5044,555
E-SHRE5045,1540
E-SHRE5046,1275
E-SHRE5047,1785
E-SHRE5048,549
E-SHRE5049,475
E-SHRE5055,97.19
E-SHRE5062,1799.99
E-SHRE5064,2239.38
E-SHRE5066,567.72
E-SHRE5068,198
E-SHRE5069,239
E-SHRE5070,579.99
E-SHRE5071,1329
E-SHRE5072,1329
E-SHRE5073,1579
E-SHRE5074,832
E-SHRE5075,1349.99
E-SHRE5076,3599.99
E-SHRE5077,5199.99
E-SHRE5080,1149.99
E-SHRE5085,999.99
E-SHRE5090,969
E-SHRE5095,651.45
E-SHRE5100,329
E-SHRE5135,782.77
E-SHRE5145,986.35
E-SHRE5150,1199
E-SHRE5155,1099
E-SHRE5160,1399
E-SHRE5167,1299
E-SHRE5175,3300
E-SHRE5177,1699
E-SHRE5185,3600
E-SHRE5202,2599
E-SHRE5205,2099
E-SHRE5207,4799
E-SHRE5212,2469
E-SHRE5217,2699
E-SHRE5222,2799
E-SHRE5225,5100
E-SHRE5227,2909
E-SHRE5232,3199
E-SHRE5237,3799
E-SHRE5242,3899
E-SHRE5245,4499.33
E-SHRE5247,6599
E-SHRE5252,6999
E-SHRE5265,2199
E-SHRE5270,2199
E-SHRE5280,3499
E-SHRE5285,2299
E-SHRE5290,5749
E-SHRE5295,6199
E-SHRE5300,382
E-SHRE5305,595
E-SHRE5308,560
E-SHRE5310,1073
E-SHRE5315,1018
E-SHRE5320,1547.5
E-SHRE5325,1435
E-SHRE5330,1775
E-SHRE5332,2893
E-SHRE5335,1741.25
E-SHRE5340,2568
E-SHRE5345,2373
E-SHRE5348,4937
E-SHRE5350,2695
E-SHRE5352,2113
E-SHRE5355,9147
E-SHRE5360,8884
E-SHRE5362,11592
E-SHRE5370,28995
E-SHRE5375,58995
E-SHRE5380,3071.25
E-SHRE5382,3757
E-SHRE5385,1892
E-SHRE5390,4595
E-SHRE5395,5737
E-SHRE5500,15750
E-SHRE5552,38745.02
E-SHRE5554,37668.62
E-SHRE5584,53814.62
E-SHRE5586,55314
E-SHRE5588,53814.62
E-SHRE5592,45995
E-SHRE5594,49995
E-SHRE5596,55967.42
E-SHRE5597,59196.62
E-SHRE6000,157.95
E-SHRE6010,204.5
E-SHRE6015,185
E-SHRE6020,212.25
E-SHRE6030,238.5
E-SHRE6070,522.5
E-SHRE6070-4,591.75
E-SHRE6075,407.75
E-SHRE6080,458.75
E-SHRE6090,602.75
E-SHRE6090-4,645.75
E-SHRE6095,446.25
E-SHRE6097,559.25
E-SHRE6097-4,652.5
E-SHRE6100,930
E-SHRE6110,1076.25
E-SHRE6110-4,1159.95
E-SHRE6115,1605.5
E-SHRE6115-FD,2291.25
E-SHRE6120,1297.95
E-SHRE6130,1547.5
E-SHRE6130-4,2154.5
E-SHRE6135,2293.95
E-SHRE6140,949
E-SHRE6150,1230
E-SHRE6150-4,1691.25
E-SHRE6160,1716.25
E-SHRE6165,3239.75
E-SHRE6170,1977.25
E-SHRE6170-4,2476.25
E-SHRE6180,2936.25
E-SHRE6190,3390.75
E-SHRE6190-4,3793.95
E-SHRE6200,11247.5
E-SHRE6200-4,12117.25
E-SHRE6205,3789.75
E-SHRE6210,1162.5
E-SHRE6220,1550
E-SHRE6230,2325
E-SHRE6240,3466.5
E-SHRE6250,6200.25
E-SHRE6255,3649
E-SHRE6260,4211.25
E-SHRE6300,6155.75
E-SHRE6305,2694.5
E-SHRE6310,11241.75
E-SHRE6312,11699.5
E-SHRE6313,34669
E-SHRE6314,31559.95
E-SHRE6315,69
E-SHRE6316,345
E-SHRE6317,478
E-SHRE6318,195
E-SHRE6319,184
E-SHRE6320,502
E-SHRE6321,332.25
E-SHRE6325,54.95
E-SHRE6330,89.75
E-SHRE6335,300.5
E-SHRE6340,209
E-SHRE6345,1268.95
E-SHRE6350,268.75
E-SHRE6355,381.5
E-SHRE6360,5671.75
E-SHRE6365,281.75
E-SHRE6366,367.25
E-SHRE6367,363.5
E-SHRE6368,465.5
E-SHRE6370,446
E-SHRE6371,498.95
E-SHRE6371-4,646
E-SHRE6372,507
E-SHRE6373,553.5
E-SHRE6373-4,837.95
E-SHRE6374,702.5
E-SHRE6375,799.75
E-SHRE6375-4,975.5
E-SHRE6376,1043.95
E-SHRE6377,1299
E-SHRE6377-4,1655.95
E-SHRE6378,1969.75
E-SHRE6379,2372.5
E-SHRE6379-4,2599
E-SHRE6381,2685.25
E-SHRE6382,2685.25
E-SHRE6383,3309.95
E-SHRE6384,3691.5
E-SHRE6385,3237.5
E-SHRE6386,3237.5
E-SHRE6387,4259.25
E-SHRE6388,4537.95
E-SHRE6390,1239.5
E-SHRE6391,1699
E-SHRE6392,1999
E-SHRE6393,3399
E-SHRE6394,4499
E-SHRE6395,5799
E-SHRE7000,186.98
E-SHRE7001,99.99
E-SHRE7002,109.98
E-SHRE7004,79.85
E-SHRE7006,239.98
E-SHRE7007,89.75
E-SHRE7008,114
E-SHRE7010,2299
E-SHRE7012,249.98
E-SHRE7015,0
E-SHRE7017,173
E-SHRE7018,149.99
E-SHRE7020,2499
E-SHRE7030,899
E-SHRE7040,999
E-SHRE7044,879
E-SHRE7045,1299
E-SHRE7046,745
E-SHRE7048,589
E-SHRE7065,369.98
E-SHRE7068,469.98
E-SHRE7070,1769
E-SHRE7080,1969
E-SHRE7082,1099
E-SHRE7084,1299
E-SHRE7100,2649
E-SHRE7102,2449
E-SHRE7103,1129
E-SHRE7105,3299.99
E-SHRE7107,2249
E-SHRE7112,2849
E-SHRE7113,4419
E-SHRE7114,4899
E-SHRE7115,4129.99
E-SHRE7117,3349
E-SHRE7120,3999
E-SHRE7126,3994
E-SHRE7127,3499
E-SHRE7128,1599
E-SHRE7145,649
E-SHRE7150,769
E-SHRE7160,109.95
E-SHRE7201,499.98
E-SHRE7205,96.98
E-SHRE7210,139.85
E-SHRE7216,329.98
E-SHRE7218,99.85
E-SHRE7222,54.95
E-SHRE7224,119.98
E-SHRE7225,109.98
E-SHRE7227,158.98
E-SHRE7228,159
E-SHRE7235,117.98
E-SHRE7242,249.99
E-SHRE7245,144.98
E-SHRE7246,89.85
E-SHRE7248,109
E-SHRE7250,439.98
E-SHRE7255,224
E-SHRE7256,419.98
E-SHRE7260,74
E-SHRE7265,89
E-SHRE7266,99
E-SHRE7268,169
E-SHRE7270,459.98
E-SHRE7272,439.98
E-SHRE7275,479.98
E-SHRE7280,269
E-SHRE7282,399
E-SHRE7284,499
E-SHRE7285,659.98
E-SHRE7286,599.98
E-SHRE7290,6499
E-SHRE7294,1849
E-SHRE7295,2299
E-SHRE7308,879.98
E-SHRE7310,1795
E-SHRE7312,1867
E-SHRE7314,2177
E-SHRE7316,2624
E-SHRE7320,5299
E-SHRE7322,5999
E-SHRE7324,1799
E-SHRE7326,2099
E-SHRE7328,2399
E-SHRE7330,1499
E-SHRE7332,1699
E-SHRE7334,1769
E-SHRE7336,3799
E-SHRE7338,1849
E-SHRE7340,3599
E-SHRE7342,1799
E-SHRE7344,1639
E-SHRE7346,1499
E-SHRE7348,1349
E-SHRE7350,1029
E-SHRE7352,899
E-SHRE7354,1199
E-SHRE7356,2978
E-SHRE7358,2639
E-SHRE7360,1869
E-SHRE7362,1669
E-SHRE7363,329.99
E-SHRE7364,849.98
E-SHRE7365,999
E-SHRE7370,1525
E-SHRE8100,4999
E-SHRE8101,6499.99
E-SHRE8102,4999.99
E-SHRE8103,6499.99
E-SHRE8104,4375
E-SHRE8110,99.99
E-SHRE8112,179.99
E-SHRE8116,499.99
E-SHRE8118,599.99
E-SHRE8120,1299.99
E-SHRE8122,1699.99
E-SHRE8124,1999.99
E-SHRE8500,4900
E-SHRE9100,3947.51
E-SHRE9101,0
E-SHRE9102,1609
E-SHRE9103,3769
E-SHRE9104,4665
E-SHRE9105,0
E-SHRE9106,13500
E-SHRE9108,25199
E-SHRE9110,45901.88
E-SHRE9111,335
E-SHRE9112,485
E-SHRE9113,2675
E-SHRE9114,2675
E-SHRE9115,3139
E-SHRE9116,5229
E-SHRE9117,535
E-SHRE9118,825
E-SHRE9119,610
E-SHRE9120,965
E-SHRE9121,2793.39
E-SHRE9122,1029
E-SHRE9123,2269
E-SHRE9124,1289
E-SHRE9125,1999
E-SHRE9126,2359
E-SHRE9126-NO,2110
E-SHRE9127,9303.14
E-SHRE9128,5880
E-SHRE9129,5145
E-SHRE9130,1069
E-SHRE9131,6308.58
E-SHRE9132,5469
E-SHRE9133,3275
E-SHRE9134,3859
E-SHRE9135,8389
E-SHRE9136,3335
E-SHRE9137,9790
E-SHRE9138,10679
E-SHRE9140,8922.52
E-SHRE9142,11495.21
E-SHRE9146,31150
E-SHRE9147,33375
E-SHRE9151,17238.05
E-SHRE9152,17700.85
E-SHRE9153,19093.25
E-SHRE9154,22562.75
E-SHRE9601,34.99
E-SHRE9604,179
E-SHRE9606,219
E-SHRE9608,265
E-SHRK1000,299
E-SHRK1005,323
E-SHRK1010,253
E-SHRK1015,6396
E-SHRK1020,267
E-SHRK1025,279
E-SHRK1030,299
E-SHRK1035,323
E-SHRK1040,332
E-SHRK1045,365
E-SHRK1050,387
E-SHRK1055,0
E-SHRK1060,49.25
E-SHRK1065,65.5
E-SHRK1070,92.75
E-SHRK1075,97
E-SHRK1080,121
E-SHRK1085,114.25
E-SHRK1090,147.25
E-SHRK1095,168.75
E-SHRK1100,81.75
E-SHRK1105,54.5
E-SHRK15441,36
E-SHRK15442,1199
E-SHRK2000,1795
E-SHRK2010,1750
E-SHRK2015,3495
E-SHRK2020,0
E-SHRK2025,6900
E-SHRK2030,7401.25
E-SHRK2035,9843.75
E-SHRK2040,9896
E-SHRK2045,1995
E-SHRK2065,1129
E-SHRK2070,2336
E-SHRK2075,3375
E-SHRK2080,7395
E-SHRK3000,2995
E-SHRK3005,16199
E-SHRK4000,43
E-SHRK4002,57
E-SHRK4004,93
E-SHRK4006,84
E-SHRK4008,111
E-SHRK4010,121
E-SHRK4012,150
E-SHRK4014,165
E-SHRK4016,214
E-SHRK4018,149
E-SHRK4020,185
E-SHRK4022,185
E-SHRK4024,259
E-SHRK4026,109
E-SHRK4028,141
E-SHRK4030,228
E-SHRK4032,149
E-SHRK4034,186
E-SHRK4036,189
E-SHRK4038,237
E-SHRK4040,168
E-SHRK4042,199
E-SHRK4044,219
E-SHRK4046,249
E-SHRK4048,239
E-SHRK4050,249
E-SHRK4052,249
E-SHRK4054,279
E-SHRK4056,299
E-SHRK4058,319
E-SHRK4060,399
E-SHRK4062,439
E-SHRK4064,425
E-SHRK4066,499
E-SHRK4068,565
E-SHRK4080,249
E-SHRK4082,264
E-SHRK4084,293
E-SHRK4086,289
E-SHRK4088,319
E-SHRK4090,339
E-SHRK4092,339
E-SHRK4094,355
E-SHRK4096,389
E-SHRK4098,439
E-SHRK4100,469
E-SHRK4102,369
E-SHRK4104,429
E-SHRK4106,429
E-SHRK4108,519
E-SHRK4110,529
E-SHRK4112,599
E-SHRK4114,319
E-SHRK4116,359
E-SHRK4118,368
E-SHRK4120,399
E-SHRK4122,298
E-SHRK4124,349
E-SHRK4126,399
E-SHRK4128,375
E-SHRK4130,409
E-SHRK4132,449
E-SHRK4134,419
E-SHRK4136,489
E-SHRK4138,529
E-SHRK4140,309
E-SHRK4142,379
E-SHRK4144,399
E-SHRK4146,389
E-SHRK4148,435
E-SHRK4150,509
E-SHRK4152,449
E-SHRK4154,499
E-SHRK4156,579
E-SHRK4158,429
E-SHRK4160,469
E-SHRK4162,519
E-SHRK4164,589
E-SHRK4166,1250
E-SHRK4168,699
E-SHRK4170,749
E-SHRK4172,799
E-SHRK4174,399
E-SHRK4176,435
E-SHRK4178,459
E-SHRK4180,465
E-SHRK4182,519
E-SHRK4184,569
E-SHRK4186,539
E-SHRK4188,589
E-SHRK4190,629
E-SHRK4192,425
E-SHRK4194,455
E-SHRK4196,519
E-SHRK4198,469
E-SHRK4200,509
E-SHRK4202,569
E-SHRK4204,508
E-SHRK4206,544
E-SHRK4208,589
E-SHRK4210,1999
E-SHRK4212,2199
E-SHRK4214,2230
E-SHRK4216,2399
E-SHRK4218,2399
E-SHRK4220,2599
E-SHRK4222,2599
E-SHRK4224,2799
E-SHRK4226,2450
E-SHRK4228,2590
E-SHRK4230,2599
E-SHRK4232,2750
E-SHRK4234,329
E-SHRK4236,629
E-SHRK4238,675
E-SHRK4240,674
E-SHRK4242,679
E-SHRK4244,699
E-SHRK4246,729
E-SHRK4248,499
E-SHRK4250,539
E-SHRK4252,549
E-SHRK4254,579
E-SHRK4256,599
E-SHRK4258,625
E-SHRK4260,609
E-SHRK4262,649
E-SHRK4264,659
E-SHRK4266,699
E-SHRK4268,940
E-SHRK4270,1025
E-SHRK4272,569
E-SHRK4274,609
E-SHRK4276,629
E-SHRK4278,675
E-SHRK4280,999
E-SHRK4282,1050
E-SHRK4284,1099
E-SHRK4286,1150
E-SHRK4288,1199
E-SHRK4290,1250
E-SHRK4292,1325
E-SHRK4294,1399
E-SHRK4296,1450
E-SHRK4298,1599
E-SHRK4300,1650
E-SHRK4302,2199
E-SHRK4304,3099
E-SHRK4306,3299
E-SHRK4308,6500
E-SHRK4310,2799
E-SHRK4312,299
E-SHRK4314,235
E-SHRK4316,274
E-SHRK4318,329
E-SHRK4320,487
E-SHRK4322,894
E-SHRK4324,1139
E-SHRK4326,389
E-SHRK4328,419
E-SHRK4330,479
E-SHRK4332,549
E-SHRK4334,39
E-SHRK4336,105
E-SHRK4338,375
E-SHRK4340,280
E-SHRK4342,233
E-SHRK4344,267
E-SHRK4346,119
E-SHRK4348,139
E-SHRK4350,119
E-SHRK4352,224
E-SHRK4354,467
E-SHRK4356,489
E-SHRK4364,92
E-SHRK4366,594
E-SHRK4368,1850
E-SHRK4370,1899
E-SHRK4372,3459
E-SHRK4376,3099
E-SHRK4378,3199
E-SHRK4380,5189
E-SHRK4386,90
E-SHRK4390,353
E-SHRK4392,413
E-SHRK5000,140
E-SHRK5001,99
E-SHRK5002,169
E-SHRK5003,229
E-SHRK5004,360
E-SHRK5006,50
E-SHRK5008,0
E-SHRK5010,3100
E-SHRK5014,4900
E-SHRK5016,7900
E-SHRK5018,11600
E-SHRK5020,13400
E-SHRK5022,4340
E-SHRK5024,5320
E-SHRK5026,5840
E-SHRK5028,9100
E-SHRK5030,6900
E-SHRK5032,11400
E-SHRK5034,0
E-SHRK5036,0
E-SHRK5038,0
E-SHRK5040,0
E-SHRK5042,0
E-SHRK5052,6900
E-SHRK5054,6700
E-SHRK5055,8320
